episode,episode_order,speaker,utterance
58131,6,"RACHEL MARTIN, HOST","Before all this activity, one U.S. official called the summit a coin toss. The same official now says it's better than a coin toss, though another official told reporters that it's going to be hard to be ready for this by June 12. Whenever it happens, the bigger question is, what is actually going to be on the table?"
58131,7,"STEVE INSKEEP, HOST",Reporter Anna Fifield is in Seoul for The Washington Post and joins us by Skype.
58131,8,"STEVE INSKEEP, HOST",Welcome to the program.
58131,9,ANNA FIFIELD,Thank you. It's great to be here.
58131,10,"STEVE INSKEEP, HOST","How hard was it to restart this meeting, so far as you can tell?"
58131,11,ANNA FIFIELD,"Well, it seems, like, not that hard. They're - everybody has swung into action to try to get the summit back on track. Obviously, President Moon Jae-in of South Korea has been leading the charge there. But these two American teams are now in full action. We have one lot - diplomatic and NSC, Defense Department officials in South Korea and crossing over to North Korea to have talks about substance with the North Korean representatives. That means denuclearization. And meanwhile, we have a separate team on its way to Singapore to talk to North Koreans there about logistics for the meeting that's set to take place. So it certainly looks like everybody is going full steam ahead with the preparations for the summit."
58131,12,"STEVE INSKEEP, HOST",So part of the story after the president - President Trump's cancellation was that Moon Jae-in held this emergency meeting of his cabinet in the middle of the night and then suddenly showed up on the border with North Korea. That's some pretty quick action. Had the South Koreans been prepared for this sort of wild development?
58131,13,ANNA FIFIELD,"I think nobody was prepared for this sort of wild development. You know, President Moon had only been back in Seoul for 24 hours after visiting President Trump in the White House when the summit was, like, abruptly canceled. And the look on his face at that midnight meeting, you know, said it all. He was clearly shocked by this turn of events. But they swung into action immediately. And on Friday, President Moon and president - sorry, Kim Jong Un of North Korea talked. And they arranged to have this meeting the following day on Saturday face to face in Panmunjom in the DMZ, which is really kind of unprecedented to think this is only the fourth time in 18 years that the two Korean leaders have ever met, and they were able to pull it off with 24 hours' notice. So everybody seems to be swinging into action."
58131,14,"RACHEL MARTIN, HOST","Which is so extraordinary - right, Anna? - that actually, President Trump - an American president's action, would actually draw the two Koreas together even closer."
58131,15,ANNA FIFIELD,"Yes, exactly. I think - you know, clearly, Kim Jong Un wants to go ahead with this summit. The signals coming out of North Korea over the past few days have been very kind of positive in that direction. But also, Moon Jae-in, the South Korean president, you know, he is really invested in this process. And he desperately wants this to work because the other option if diplomacy fails may be military action, and that would be devastating for South Korea and the capital of Seoul. So one analyst we spoke to likened Moon Jae-in to a ball boy in a tennis match. She said, you know, every time the ball gets stuck in the net between Kim and Trump, Moon Jae-in rushes in to get it out again."
58131,16,"STEVE INSKEEP, HOST","Although if you're the president of a country, maybe not the image you really want. But, I guess, he really wants this summit. But let me ask - do the two sides agree, so far as you can tell, Anna, on what the goal is? Fundamentally, is North Korea ready to give up its nuclear weapons relatively quickly, which is what the U.S. wants?"
58131,17,ANNA FIFIELD,"We don't know about the relatively quickly part. President Moon has said repeatedly that they're prepared to talk a bit about denuclearization. But that very vague term has not been defined, and President Moon declined on Saturday to say whether that meant complete, irreversible and verifiable dismantlement, like the U.S. wants. So there still seems to be quite a big gap there on substance."
58131,18,"STEVE INSKEEP, HOST","And we've been told that the North Koreans speaking directly with the United States have never signed on to that goal. Anna Fifield of The Washington Post, thanks very much, really appreciate it."
58131,19,ANNA FIFIELD,Great to be here.
58131,20,"STEVE INSKEEP, HOST",She joins us by Skype. So what effect does President Trump's reversals on this and other issues have on American foreign relations?
58131,21,"RACHEL MARTIN, HOST","Yeah, because besides the about face on North Korea, the president has scrapped the nuclear deal with Iran, of course. He has reconsidered trade deals. And he recently walked back these penalties on the Chinese telecom company, ZTE. These were penalties that his own Commerce Department had ordered. They ordered them because this company had violated U.S. sanctions against Iran and North Korea."
58131,22,"STEVE INSKEEP, HOST","NPR White House correspondent Scott Horsley has been following all of this - I don't know - whiplash. Is that a good word for it, Scott?"
58131,23,"SCOTT HORSLEY, BYLINE","(Laughter) Good morning, Steve."
58131,24,"STEVE INSKEEP, HOST","Hey, good morning. Do you see a strategy here?"
70039,40,"NEAL CONAN, host","You can write the ombudsman, by the way..."
68175,24,"Dr. JEFF SILVERTOOTH (Professor and Head, Plant Scientist Department, University of Arizona, Tucson)","But, it really - it depicts some of the unique characteristics associated with the chili plants, particularly this type that Ed was describing, we call the Anaheim or sometimes the New Mexico-type chilies."
68175,25,"Dr. JEFF SILVERTOOTH (Professor and Head, Plant Scientist Department, University of Arizona, Tucson)","And this is a characteristic that is consistent with basically any type of crop, that they have their own environmental parameters, environmental conditions that they best develop and produce under.  And whenever we take those kind of plants out of those optimum conditions, they can often times still grow, but they don't opt - they don't grow to an optimum type of condition with regard to yield and quality."
